_id,description,brand,model,type,mp,price
buy.net//6618,"canon eos 70d black slr digital camera body only (20.2 mp, sd card slot) price comparison at buy.net",canon,70d,digital slr camera,20.2,
buy.net//6647,"panasonic lumix zs35 16 megapixel compact camera - black (3"" lcd - 20x optical zoom - optical is - 4608 x 3456 image - 1920 x 1080 video - hdmi - pictbridge - hd movie mode) price comparison at buy.net",panasonic,zs35,compact camera,16.0,
buy.net//6666,"sony cyber-shot dsc-hx400 black digital camera (20.4 mp, 50x opt, sd/sdhc/ms pro duo/ms pro hg-duo card slot) price comparison at buy.net",sony,dsc-hx400,point & shoot digital camera,20.4,
buy.net//6670,"nikon d5300 24.2 megapixel digital slr camera body only - red (3.2"" lcd - 6000 x 4000 image - 1920 x 1080 video - hdmi - pictbridge - hd movie mode) price comparison at buy.net",nikon,d5300,digital slr camera,24.2,
buy.net//6674,"sony cyber-shot dsc-rx10 black digital camera (20.2 mp, 8.3x opt, sd card slot) price comparison at buy.net",sony,dsc-rx10,point & shoot digital camera,20.2,
buy.net//6681,"pentax k-50 white slr digital camera kit w/ 18-55 mm lens (16.3 mp, sd/sdhc/sdxc card slot) price comparison at buy.net",pentax,k-50,digital slr camera,16.3,
buy.net//6685,"nikon coolpix p520 black digital camera (18.1 mp, 42x opt, sd/sdhc/sdxc card slot) price comparison at buy.net",nikon,p520,bridge camera,18.1,
buy.net//6696,"canon eos rebel t4i black slr digital camera kit w/ 18-55 mm lens (18 mp, sd/sdhc/sdxc card slot) price comparison at buy.net",canon,t4i,digital slr camera,18.0,
buy.net//6698,"canon eos-1d x black slr digital camera - body only (18.1 mp, cf card slot) price comparison at buy.net",canon,eos-1d x,digital slr camera,18.1,
buy.net//6716,"panasonic lumix dmc-gh4 black digital camera (16.05 mp, sd/sdhc/sdxc card slot) price comparison at buy.net",panasonic,dmc-gh4,mirrorless interchangeable lens camera,16.1,
buy.net//6759,"nikon d7100 black slr digital camera (24.1 mp, sd/sdxc/sdhc card slot) price comparison at buy.net",nikon,d7100,digital slr camera,24.1,
cammarkt.com//0,cammarkt | nikon d3100 14.2mp digital slr camera with 18-55mm f/3.5-5.6 af-,nikon,d3100,slr/professional,14.2,
cammarkt.com//106,cammarkt | pentax k-r 12.4 mp digital slr camera with 3.0-inch lcd and 18-5,pentax,k-r,,12.4,
cammarkt.com//11,cammarkt | canon eos rebel t5i 18.0 mp cmos digital camera with 3-inch touc,canon,t5i,,18.0,
cammarkt.com//111,cammarkt | pentax k-3 pentax slr 24mp slr camera with 3.2-inch tft lcd- bo,pentax,k-3,,24.0,
cammarkt.com//137,cammarkt | pentax k110d 6.1mp digital slr camera (body only),pentax,k110d,slr/professional,6.1,
cammarkt.com//139,cammarkt | canon digital rebel xsi 12.2 mp digital slr camera with ef-s 18-,canon,xsi,slr/professional,12.2,
cammarkt.com//152,cammarkt | canon eos rebel sl1 18.0 mp cmos digital slr with 18-55mm ef-s i,canon,sl1,standard point and shoot,18.0,
cammarkt.com//16,cammarkt | nikon d5200 24.1 mp cmos digital slr with 18-55mm f/3.5-5.6 af-s,nikon,d5200,,24.1,
cammarkt.com//165,cammarkt | pentax k-x 12.4mp digital slr with 2.7 inch lcd and 18-55mm f/3.,pentax,k-x,slr/professional,12.4,
cammarkt.com//169,cammarkt | sony alpha slt-a57k 16.1 mp exmor aps hd cmos sensor dslr with t,sony,slt-a57k,3d digital camera,16.1,
cammarkt.com//17,cammarkt | nikon d7100 24.1 mp dx-format cmos digital slr with 18-140mm f/3,nikon,d7100,,24.1,
cammarkt.com//176,cammarkt | canon eos 40d 10.1mp digital slr camera with ef 28-135mm f/3.5-5,canon,40d,slr/professional,10.1,
cammarkt.com//179,cammarkt | nikon d3000 10.2mp digital slr camera body (kit box no lens incl,nikon,d3000,slr/professional,10.2,
cammarkt.com//18,cammarkt | nikon d5000 12.3 mp dx digital slr camera with 18-55mm f/3.5-5.6,nikon,d5000,slr/professional,12.3,
cammarkt.com//186,cammarkt | nikon d5100 16.2 mp cmos digital slr camera bundle with 18-55mm,nikon,d5100,slr/professional,16.2,
cammarkt.com//195,cammarkt | pentax k-x 12.4 mp digital slr with 2.7-inch lcd and 18-55mm f/3,pentax,k-x,slr/professional,12.4,
cammarkt.com//205,cammarkt | olympus pen e-p1 12.3 mp micro four thirds interchangeable lens,olympus,e-p1,micro four thirds / prosumer,12.3,
cammarkt.com//207,cammarkt | canon eos rebel t2i 18 mp cmos aps-c sensor digic 4 image proces,canon,t2i,slr/professional,18.0,
cammarkt.com//208,cammarkt | pentax k-r 12.4 mp digital slr camera with 3.0-inch lcd and 18-5,pentax,k-r,slr/professional,12.4,
cammarkt.com//213,cammarkt | nikon d40 6.1mp digital slr camera kit with 18-55mm f/3.5-5.6g e,nikon,d40,slr/professional,6.1,
cammarkt.com//219,cammarkt | canon eos rebel t3i 18 mp cmos aps-c sensor digic 4 image proces,canon,t3i,slr/professional,18.0,
cammarkt.com//22,cammarkt | olympus pen e-p1 12.3 mp micro four thirds interchangeable lens,olympus,e-p1,micro four thirds / prosumer,12.3,
cammarkt.com//224,cammarkt | canon eos rebel sl1 18.0 mp cmos digital camera with 3-inch touc,canon,sl1,standard point and shoot,18.0,
cammarkt.com//225,cammarkt | nikon d40x 10.2mp digital slr camera (body only),nikon,d40x,slr/professional,10.2,
cammarkt.com//229,cammarkt | sony a77vm 24.3 mp translucent mirror digital slr with 18-135mm,sony,a77vm,3d digital camera,24.3,
cammarkt.com//232,cammarkt | nikon d80 10.2mp digital slr camera kit with 18-55mm ed ii af-s,nikon,d80,slr/professional,10.2,
cammarkt.com//237,cammarkt | panasonic lumix dmc-g1 12.1mp micro four thirds interchangeable,panasonic,dmc-g1,micro four thirds / prosumer,12.1,
cammarkt.com//241,cammarkt | nikon d5200 24.1 mp cmos digital slr with 18-105mm f/3.5-5.6 af-,nikon,d5200,,24.1,
cammarkt.com//246,cammarkt | nikon d40x 10.2mp digital slr camera with 18-135mm f/3.5-5.6g ed,nikon,d40x,slr/professional,10.2,
cammarkt.com//248,cammarkt | canon rebel xti 10.1 mp digital slr camera with ef-s 17-85mm zoo,canon,xti,,10.1,
cammarkt.com//251,cammarkt | canon eos 550d (european eos rebel t2i) 18 mp cmos aps-c digital,canon,550d,,18.0,
cammarkt.com//255,cammarkt | canon eos 5d mark iii 22.3 mp full frame cmos digital slr camera,canon,5d mark iii,,22.3,
cammarkt.com//261,cammarkt | nikon d3100 14.2mp digital slr camera with 18-55mm f/3.5-5.6 vr,nikon,d3100,slr/professional,14.2,
cammarkt.com//262,cammarkt | canon eos rebel t3i 18 mp cmos aps-c sensor digic 4 image proces,canon,t3i,,18.0,
cammarkt.com//263,cammarkt | canon rebel xs 10.1mp digital slr camera with ef-s 18-55mm f/3.5,canon,xs,slr/professional,10.1,
cammarkt.com//265,cammarkt | nikon d40 6.1mp digital slr camera kit with 18-135mm f/3.5-5.6g,nikon,d40,,6.1,
cammarkt.com//27,cammarkt | pentax k-r 12.4 mp digital slr camera with 3.0-inch lcd and 18-5,pentax,k-r,slr/professional,12.4,
cammarkt.com//271,cammarkt | pentax k-01 16 megapixel black digital slr body only 15222,pentax,k-01,,16.0,
cammarkt.com//283,cammarkt | nikon d40x 10.2mp digital slr camera with 18-55mm f/3.5-5.6g ed,nikon,d40x,slr/professional,10.2,
cammarkt.com//288,cammarkt | nikon d300s 12.3mp dx-format cmos digital slr camera with 3.0-in,nikon,d300s,slr/professional,12.3,
cammarkt.com//29,cammarkt | canon eos 60d 18 mp cmos digital slr camera (body only) + tripod,canon,60d,slr/professional,18.0,
cammarkt.com//292,cammarkt | nikon d5200 24.1 mp cmos digital slr with 18-55mm f/3.5-5.6 af-s,nikon,d5200,,24.1,
cammarkt.com//307,cammarkt | nikon d40x 10.2mp digital slr camera with 18-55mm f/3.5-5.6g ed,nikon,d40x,slr/professional,10.2,
cammarkt.com//309,cammarkt | canon eos rebel t3 12.2 mp cmos digital slr with 18-55mm is ii l,canon,t3,,12.2,
cammarkt.com//31,cammarkt | samsung nx ev-nx300zbsvus wireless smart digital camera 20.3mp c,samsung,ev-nx300zbsvus,,20.3,
cammarkt.com//310,cammarkt | canon eos 7d 18 mp cmos digital slr camera with 3-inch lcd and 1,canon,7d,slr/professional,18.0,
cammarkt.com//32,cammarkt | nikon d5300 24.2 mp cmos digital slr camera with built-in wi-fi,nikon,d5300,,24.2,
cammarkt.com//320,cammarkt | canon eos rebel t2i 18 mp cmos aps-c sensor digic 4 image proces,canon,t2i,slr/professional,18.0,
cammarkt.com//324,cammarkt | nikon d3100 14.2mp digital slr double zoom lens kit with 18-55mm,nikon,d3100,slr/professional,14.2,
cammarkt.com//325,cammarkt | nikon d5100 16.2mp cmos digital slr camera with 3-inch vari-angl,nikon,d5100,slr/professional,16.2,
cammarkt.com//327,cammarkt | pentax k-x 12.4 mp digital slr with 2.7-inch lcd and 18-55mm f/3,pentax,k-x,slr/professional,12.4,
cammarkt.com//328,cammarkt | canon eos rebel t3 12.2 mp cmos digital slr with 18-55mm is ii l,canon,t3,,12.2,
cammarkt.com//334,cammarkt | pentax k-x 12.4mp digital slr with 2.7 inch lcd and 18-55mm f/3.,pentax,k-x,,12.4,
cammarkt.com//344,cammarkt | nikon d600 24.3 mp cmos fx-format digital slr camera with 24-85m,nikon,d600,,24.3,
cammarkt.com//352,cammarkt | nikon d5200 dx format 24 megapixel digital slr camera full hd vi,nikon,d5200,,24.0,
cammarkt.com//353,cammarkt | nikon d70s 6.1mp digital slr camera kit with 18-70mm nikkor lens,nikon,d70s,slr/professional,6.1,
cammarkt.com//354,cammarkt | nikon d700 12.1mp fx-format cmos digital slr camera with 3.0-inc,nikon,d700,micro four thirds / prosumer,12.1,
cammarkt.com//356,cammarkt | canon digital rebel xt 8mp digital slr camera with ef-s 18-55mm,canon,xt,slr/professional,8.0,
cammarkt.com//36,cammarkt | panasonic lumix dmc-gh3k 16.05 mp digital single lens mirrorless,panasonic,dmc-gh3k,micro four thirds / prosumer,16.1,
cammarkt.com//370,cammarkt | pentax k-x 12.4 mp digital slr with 2.7-inch lcd and 18-55mm f/3,pentax,k-x,,12.4,
cammarkt.com//373,cammarkt | canon eos rebel t1i 15.1 mp cmos digital slr camera with 3-inch,canon,t1i,slr/professional,15.1,
cammarkt.com//38,cammarkt | canon eos rebel t3 12.2 mp cmos digital slr with 18-55mm is ii l,canon,t3,,12.2,
cammarkt.com//382,cammarkt | canon eos 50d 15.1mp digital slr camera with ef s18-55mm f/3.5-5,canon,50d,,15.1,
cammarkt.com//385,cammarkt | canon eos rebel t5i 18.0 mp cmos digital slr with 18-55mm ef-s i,canon,t5i,,18.0,
cammarkt.com//390,cammarkt | olympus e-5 12.3mp digital slr with 3-inch lcd [body only] (blac,olympus,e-5,standard point and shoot,12.3,
cammarkt.com//392,"cammarkt | nikon d3100 14.2mp digital slr camera with 18-55mm vr, 55-200mm",nikon,d3100,slr/professional,14.2,
cammarkt.com//393,cammarkt | nikon d3000 10.2mp digital slr camera body only,nikon,d3000,,10.2,
cammarkt.com//4,cammarkt | nikon d600 24.3 mp cmos fx-format digital slr kit with 28-300mm,nikon,d600,micro four thirds / prosumer,24.3,
cammarkt.com//40,cammarkt | pentax k-5 16.3 mp digital slr with 3-inch lcd (black body only),pentax,k-5,slr/professional,16.3,
cammarkt.com//408,cammarkt | nikon d5200 24.1 mp cmos digital slr with 18-55mm f/3.5-5.6 af-s,nikon,d5200,,24.1,
cammarkt.com//414,cammarkt | canon eos 7d 18 mp cmos digital slr camera with 3-inch lcd (body,canon,7d,slr/professional,18.0,
cammarkt.com//419,cammarkt | pentax k-r 12.4 mp digital slr camera with 3.0-inch lcd and 18-5,pentax,k-r,standard point and shoot,12.4,
cammarkt.com//434,cammarkt | nikon d90 12.3mp dx-format cmos digital slr camera with 3.0-inch,nikon,d90,slr/professional,12.3,
cammarkt.com//439,cammarkt | nikon d5200 24.1 mp cmos digital slr camera body only (red),nikon,d5200,,24.1,
cammarkt.com//453,cammarkt | olympus pen e-p1 12.3 mp micro four thirds interchangeable lens,olympus,e-p1,micro four thirds / prosumer,12.3,
cammarkt.com//460,cammarkt | canon eos rebel t3i 18 mp cmos digital slr camera and digic 4 im,canon,t3i,slr/professional,18.0,
cammarkt.com//464,cammarkt | canon digital rebel xt 8mp digital slr camera (body only - silve,canon,xt,slr/professional,8.0,
cammarkt.com//48,cammarkt | canon eos 6d 20.2 mp cmos digital slr camera with 3.0-inch lcd a,canon,6d,standard point and shoot,20.2,
cammarkt.com//484,cammarkt | nikon d800e 36.3 mp cmos fx-format digital slr camera (body only,nikon,d800e,3d digital camera,36.3,
cammarkt.com//490,cammarkt | pentax k-r 12.4 mp digital slr camera with 3.0-inch lcd and 18-5,pentax,k-r,standard point and shoot,12.4,
cammarkt.com//494,cammarkt | nikon d7100 24.1 mp dx-format cmos digital slr (body only),nikon,d7100,slr/professional,24.1,
cammarkt.com//50,cammarkt | canon eos 60d 18 mp cmos digital slr camera with 3.0-inch lcd an,canon,60d,slr/professional,18.0,
cammarkt.com//501,cammarkt | nikon d3200 24.2 mp cmos digital slr with 18-55mm f/3.5-5.6 af-s,nikon,d3200,,24.2,
cammarkt.com//504,cammarkt | canon eos rebel t3i 18 mp cmos aps-c sensor digic 4 image proces,canon,t3i,,18.0,
cammarkt.com//51,cammarkt | nikon d5100 16.2mp cmos digital slr camera with 18-55mm f/3.5-5.,nikon,d5100,,16.2,
cammarkt.com//513,cammarkt | canon eos 7d 18 mp cmos digital slr camera with 3-inch lcd,canon,7d,,18.0,
cammarkt.com//52,cammarkt | nikon d7100 24.1 mp dx-format cmos digital slr with 18-105mm f/3,nikon,d7100,slr/professional,24.1,
cammarkt.com//53,cammarkt | canon digital rebel xt 8mp digital slr camera (body only - black,canon,xt,slr/professional,8.0,
cammarkt.com//56,cammarkt | nikon d200 10.2mp digital slr camera with 18-135mm af-s dx f/3.5,nikon,d200,slr/professional,10.2,
cammarkt.com//58,cammarkt | canon eos rebel t4i 18.0 mp cmos digital slr with 18-55mm ef-s i,canon,t4i,,18.0,
cammarkt.com//59,cammarkt | pentax k-r 12.4 mp digital slr camera with 3.0-inch lcd (red bod,pentax,k-r,slr/professional,12.4,
cammarkt.com//6,cammarkt | nikon d610 24.3 mp cmos fx-format digital slr kit with 28-300mm,nikon,d610,"digital slr
compatible brand",24.3,
cammarkt.com//60,cammarkt | nikon d200 10.2mp digital slr camera with 18-200mm f/3.5-5.6g ed,nikon,d200,slr/professional,10.2,
cammarkt.com//61,cammarkt | nikon d610 24.3 mp cmos fx-format digital slr camera bundle with,nikon,d610,,24.3,
cammarkt.com//64,cammarkt | canon digital rebel xt 8mp digital slr camera with ef-s 18-55mm,canon,xt,slr/professional,8.0,
cammarkt.com//70,cammarkt | pentax k-r 12.4 mp digital slr camera with 3-inch lcd (black bod,pentax,k-r,slr/professional,12.4,
cammarkt.com//74,cammarkt | canon digital rebel xti 10.1mp digital slr camera with ef-s 18-5,canon,xti,slr/professional,10.1,
cammarkt.com//75,cammarkt | nikon d3000 10mp digital slr camera with 18-55mm f/3.5-5.6g & 55,nikon,d3000,slr/professional,10.0,
cammarkt.com//76,cammarkt | nikon d600 24.3 mp cmos fx-format digital slr camera (body only),nikon,d600,,24.3,
cammarkt.com//77,cammarkt | nikon d3200 24.2 mp digital slr camera - black (body only),nikon,d3200,,24.2,
cammarkt.com//78,cammarkt | canon eos 60d 18 mp cmos digital slr camera with 3.0-inch lcd an,canon,60d,,18.0,
cammarkt.com//81,cammarkt | nikon d3300 24.2 mp cmos digital slr with af-s dx nikkor 18-55mm,nikon,d3300,,24.2,
cammarkt.com//91,cammarkt | nikon d5200 24.1 mp cmos digital slr camera body only (black),nikon,d5200,,24.1,
cammarkt.com//92,cammarkt | canon eos 5d mark iii 22.3 mp full frame cmos digital slr camera,canon,5d mark iii,,22.3,
cammarkt.com//93,cammarkt | canon eos-1d x 18.1mp full frame cmos digital slr camera,canon,eos-1d x,,18.1,
cammarkt.com//95,cammarkt | nikon d5200 24.1 mp dx-format cmos digital slr camera with 18-14,nikon,d5200,,24.1,
cammarkt.com//99,cammarkt | nikon d5300 24.2 mp cmos digital slr camera with 18-140mm f/3.5-,nikon,d5300,,24.2,
www.alibaba.com//22735,"hikvision ds-2cd8464f-eiw 1.3mp pro cube network alarm camera - buy alarm camera,network alarm camera,ds-2cd8464f-eiw product on alibaba.com",hikvision,ds-2cd8464f-eiw,,1.3,60.0
www.alibaba.com//22932,"genuine new nikon d5300 digatal slr camera body with af-s 18-140mm lens - buy nikon digital dslr camera body,nikon d800e d800 d610 d5300,36.3mp product on alibaba.com",nikon,d5300,,36.3,
www.alibaba.com//23133,"dahua cheap ipc-hdb3200c dahua mini dome ip camera with sd card metal case 2megapixel vandalproof cct ir - buy dahua cheap ipc-hdb3200c dahua mini dome ip camera with sd card metal case 2megapixel vandalproof cct ir,hdb3200c dahua surveillance camera,dahua mini dome ip camera product on alibaba.com",dahua,ipc-hdb3200c,,2.0,1.0
www.alibaba.com//24617,"dahua cctv camera cheap ipc-hdb3200cn 1080p ip mini with sd card metal case 2 mega pixel mini dome camera vandalproof cctv - buy dahua cctv camera cheap ipc-hdb3200cn 1080p ip mini with sd card metal case 2 mega pixel mini dome camera vandalproof cctv,hdb3200c dahua surveillance camera,dahua security mini ip camera product on alibaba.com",dahua,ipc-hdb3200cn,,2.0,1.0
www.alibaba.com//25095,"cheap ipc-hdb3200c dahua cctv 1080p ip camera super mini with sd card slot metal case 2 mega pixel mini dome vandalproof firefox - buy cheap ipc-hdb3200c dahua cctv 1080p ip camera super mini with sd card slot metal case 2 mega pixel mini dome vandalproof firefox,hdb3200c dahua surveillance camera,dahua security mini ip camera product on alibaba.com",dahua,ipc-hdb3200c,,2.0,1.0
www.alibaba.com//25144,"2 mega pixel mini dome web ip camera dh-ipc-hdb3200c dahua 1080p cctv ip camera ip-camera nice looking metal case - buy 2 mega pixel mini dome web ip camera dh-ipc-hdb3200c dahua 1080p cctv ip camera ip-camera nice looking metal case,hdb3200c dome ip camera dahua distributor,hdb3200c cctv camera ip camera product on alibaba.com",dahua,dh-ipc-hdb3200c,,2.0,1.0
www.alibaba.com//25998,"2 mega pixel mini dome ip camera dh-ipc-hdb3200c dahua 1080p cctv ip camera ip-camera nice looking metal case - buy 2 mega pixel mini dome ip camera dh-ipc-hdb3200c dahua 1080p cctv ip camera ip-camera nice looking metal case,hdb3200c dome ip camera dahua distributor,hdb3200c cctv camera ip camera product on alibaba.com",dahua,dh-ipc-hdb3200c,,2.0,1.0
